,geography,category,data_type,unit,currency_conversion,current_constant,year_nk,value
862,Philippines,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,271610.9
863,Samoa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,715.3
864,Singapore,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,112207.0
865,Solomon Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,818.0
866,South Korea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,760451.2
867,Sri Lanka,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,57059.1
868,Taiwan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,324518.3
869,Tajikistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6972.0
870,Thailand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,265272.1
871,Tonga,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,486.2
872,Turkmenistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,4711.3
873,Tuvalu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,47.9
874,Uzbekistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,31968.5
875,Vanuatu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,640.4
876,Vietnam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,184021.3
877,Australia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,706283.3
878,New Zealand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,121984.2
879,Albania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,12364.5
880,Belarus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,31023.5
881,Bosnia and Herzegovina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,14702.0
882,Bulgaria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,41029.2
883,Croatia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,33696.0
884,Czech Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,111895.9
885,Estonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,15227.4
886,Georgia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,12792.0
887,Hungary,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,77425.5
888,Kosovo,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6551.7
889,Latvia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,18914.5
890,Lithuania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,33134.5
891,Moldova,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,9830.9
892,Montenegro,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3802.2
893,North Macedonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,8138.9
894,Poland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,338652.7
895,Romania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,151971.7
896,Russia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,732752.3
897,Serbia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,35521.1
898,Slovakia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,61136.0
899,Slovenia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,26852.5
900,Ukraine,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,115570.1
901,Anguilla,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,212.1
902,Antigua and Barbuda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,622.4
903,Argentina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,247132.1
904,Aruba,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1645.9
905,Bahamas,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6421.8
906,Barbados,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3416.7
907,Belize,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1185.8
908,Bermuda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3639.7
909,Bolivia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,25353.9
910,Brazil,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,910738.5
911,British Virgin Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,519.3
912,Cayman Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3436.3
913,Chile,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,149393.1
914,Colombia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,189688.3
915,Costa Rica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,39584.6
916,Cuba,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,54345.0
917,Curacao,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1830.7
918,Dominica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,421.2
919,Dominican Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,54871.5
920,Ecuador,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,58836.9
921,El Salvador,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,19976.4
922,French Guiana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2809.8
923,Grenada,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,817.1
924,Guadeloupe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,5636.4
925,Guatemala,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,64852.2
926,Guyana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3301.0
927,Haiti,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,13343.5
928,Honduras,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,19308.5
929,Jamaica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,10593.4
930,Martinique,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,5910.1
931,Mexico,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,685664.2
932,Nicaragua,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,8787.6
933,Panama,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,28126.5
934,Paraguay,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,22472.6
935,Peru,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,134684.4
936,Puerto Rico,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,65184.8
937,Sint Maarten,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,590.1
938,St Kitts and Nevis,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,628.6
939,St Lucia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1303.8
940,St Vincent and the Grenadines,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,643.1
941,Suriname,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1498.8
942,Trinidad and Tobago,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,15530.0
943,Uruguay,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,32685.7
944,US Virgin Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2814.3
945,Venezuela,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,4430.3
946,Algeria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,69897.9
947,Angola,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,37765.1
948,Bahrain,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,14593.2
949,Benin,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,10243.8
950,Botswana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6855.3
951,Burkina Faso,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,11345.9
952,Burundi,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2996.2
953,Cabo Verde,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1082.8
954,Cameroon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,29831.1
955,Central African Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2009.5
956,Chad,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,8525.2
957,Comoros,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1229.0
958,"Congo, Democratic Republic",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,35089.8
959,Congo-Brazzaville,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,4242.3
960,Côte d'Ivoire,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,41391.6
961,Djibouti,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2096.7
962,Egypt,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,317867.0
963,Equatorial Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6867.6
964,Eritrea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1399.7
965,Eswatini,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,2388.8
966,Ethiopia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,67407.1
967,Gabon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6556.4
968,Gambia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1519.9
969,Ghana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,52145.4
970,Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,11080.8
971,Guinea-Bissau,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1216.3
972,Iran,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,407413.4
973,Iraq,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,91803.2
974,Israel,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,201446.9
975,Jordan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,33577.8
976,Kenya,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,76277.8
977,Kuwait,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,43938.3
978,Lebanon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,12078.9
979,Lesotho,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1887.1
980,Liberia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1603.8
981,Libya,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,11281.6
982,Madagascar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,9895.9
983,Malawi,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,12476.7
984,Mali,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,13265.2
985,Mauritania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,4617.8
986,Mauritius,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,8009.0
987,Morocco,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,66172.5
988,Mozambique,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,9092.3
989,Namibia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,7387.9
990,Niger,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,9833.6
991,Nigeria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,301605.5
992,Oman,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,27824.5
993,Qatar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,38338.8
994,Réunion,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,13926.5
995,Rwanda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,7814.3
996,Sao Tomé e Príncipe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,432.1
997,Saudi Arabia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,304052.9
998,Senegal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,17903.1
999,Seychelles,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,519.2
1000,Sierra Leone,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3951.2
1001,Somalia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,10009.0
1002,South Africa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,208963.2
1003,South Sudan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,19749.2
1004,Sudan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,23283.2
1005,Syria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,4392.9
1006,Tanzania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,38502.2
1007,Togo,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,5510.4
1008,Tunisia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,29606.9
1009,Uganda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,27577.0
1010,United Arab Emirates,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,140385.7
1011,Yemen,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,14540.3
1012,Zambia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6969.4
1013,Zimbabwe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,17161.5
1014,Canada,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,940489.7
1015,USA,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,14047565.3
1016,Andorra,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1599.8
1017,Austria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,216682.6
1018,Belgium,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,258651.2
1019,Cyprus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,15641.6
1020,Denmark,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,163672.3
1021,Finland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,137572.0
1022,France,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1394573.9
1023,Germany,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1946468.7
1024,Greece,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,131593.8
1025,Iceland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,11143.0
1026,Ireland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,106462.8
1027,Italy,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1089974.5
1028,Liechtenstein,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3502.5
1029,Luxembourg,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,22457.5
1030,Malta,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,6567.7
1031,Monaco,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,3613.9
1032,Netherlands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,382033.6
1033,Norway,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,159244.6
1034,Portugal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,146424.0
1035,Spain,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,715709.1
1036,Sweden,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,237343.1
1037,Switzerland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,383417.4
1038,Turkey,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,407643.3
1039,United Kingdom,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2020,1683712.5
1040,Afghanistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,17188.7
1041,American Samoa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,542.1
1042,Armenia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,10291.0
1043,Azerbaijan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,29019.0
1044,Bangladesh,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,249029.5
1045,Bhutan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,1505.4
1046,Brunei Darussalam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,3098.1
1047,Cambodia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,18610.8
1048,China,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,6623770.2
1049,Fiji,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,3536.3
1050,French Polynesia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,3998.0
1051,Guam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,3818.6
1052,"Hong Kong, China",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,247354.6
1053,India,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,1773551.1
1054,Indonesia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,660028.1
1055,Japan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,2658202.6
1056,Kazakhstan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,100636.4
1057,Kiribati,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,178.7
1058,Kyrgyzstan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,6079.5
1059,Laos,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,12418.0
1060,"Macau, China",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,14231.9
1061,Malaysia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,217309.6
1062,Maldives,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,2458.4
1063,Mongolia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,8103.7
1064,Myanmar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,43807.8
1065,Nauru,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,127.6
1066,Nepal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,29478.5
1067,New Caledonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,6849.3
1068,Pakistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,227094.8
1069,Papua New Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,13711.2
1070,Philippines,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,296573.9
1071,Samoa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,678.6
1072,Singapore,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,122330.5
1073,Solomon Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,853.2
1074,South Korea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,833025.0
1075,Sri Lanka,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,60565.1
1076,Taiwan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,344907.3
1077,Tajikistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,7147.3
1078,Thailand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,261685.9
1079,Tonga,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,488.9
1080,Turkmenistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,5506.2
1081,Tuvalu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,55.5
1082,Uzbekistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,34976.8
1083,Vanuatu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,695.9
1084,Vietnam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,191594.4
1085,Australia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,820572.2
1086,New Zealand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,142131.5
1087,Albania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,14015.9
1088,Belarus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,33634.7
1089,Bosnia and Herzegovina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,16515.7
1090,Bulgaria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,47012.2
1091,Croatia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,39746.8
1092,Czech Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2021,130223.4
