country_sk,metric,year_nk,value
El Salvador,Total Population,2031,6800.1
French Guiana,Total Population,2031,385.8
Grenada,Total Population,2031,115.9
Guadeloupe,Total Population,2031,400.5
Guatemala,Total Population,2031,20052.8
Guyana,Total Population,2031,824.2
Haiti,Total Population,2031,12857.5
Honduras,Total Population,2031,11594.2
Jamaica,Total Population,2031,3051.8
Martinique,Total Population,2031,366.9
Mexico,Total Population,2031,135477.2
Nicaragua,Total Population,2031,7464.8
Panama,Total Population,2031,4983.3
Paraguay,Total Population,2031,8024.1
Peru,Total Population,2031,36232.3
Puerto Rico,Total Population,2031,2890.9
Sint Maarten,Total Population,2031,48.5
St Kitts and Nevis,Total Population,2031,56.0
St Lucia,Total Population,2031,188.9
St Vincent and the Grenadines,Total Population,2031,113.1
Suriname,Total Population,2031,636.2
Trinidad and Tobago,Total Population,2031,1412.5
Uruguay,Total Population,2031,3392.8
US Virgin Islands,Total Population,2031,100.2
Venezuela,Total Population,2031,33936.1
Algeria,Total Population,2031,50907.9
Angola,Total Population,2031,46198.2
Bahrain,Total Population,2031,1659.9
Benin,Total Population,2031,16059.7
Botswana,Total Population,2031,2814.9
Burkina Faso,Total Population,2031,28122.3
Burundi,Total Population,2031,16192.2
Cabo Verde,Total Population,2031,614.9
Cameroon,Total Population,2031,34531.3
Central African Republic,Total Population,2031,6068.4
Chad,Total Population,2031,22258.6
Comoros,Total Population,2031,1083.1
"Congo, Democratic Republic",Total Population,2031,123399.7
Congo-Brazzaville,Total Population,2031,7185.1
Côte d'Ivoire,Total Population,2031,34508.1
Djibouti,Total Population,2031,1127.9
Egypt,Total Population,2031,116880.7
Equatorial Guinea,Total Population,2031,1920.1
Eritrea,Total Population,2031,4321.6
Eswatini,Total Population,2031,1316.6
Ethiopia,Total Population,2031,148001.2
Gabon,Total Population,2031,2795.7
Gambia,Total Population,2031,3251.4
Ghana,Total Population,2031,38527.7
Guinea,Total Population,2031,17438.7
Guinea-Bissau,Total Population,2031,2512.9
Iran,Total Population,2031,89529.3
Iraq,Total Population,2031,51211.8
Israel,Total Population,2031,10857.7
Jordan,Total Population,2031,11249.7
Kenya,Total Population,2031,67763.3
Kuwait,Total Population,2031,4747.4
Lebanon,Total Population,2031,6187.3
Lesotho,Total Population,2031,2344.3
Liberia,Total Population,2031,6512.0
Libya,Total Population,2031,7667.9
Madagascar,Total Population,2031,36471.8
Malawi,Total Population,2031,25471.8
Mali,Total Population,2031,27706.0
Mauritania,Total Population,2031,6106.9
Mauritius,Total Population,2031,1272.6
Morocco,Total Population,2031,41235.9
Mozambique,Total Population,2031,42275.0
Namibia,Total Population,2031,3058.8
Niger,Total Population,2031,36089.9
Nigeria,Total Population,2031,269195.4
Oman,Total Population,2031,5113.3
Qatar,Total Population,2031,2999.2
Réunion,Total Population,2031,960.0
Rwanda,Total Population,2031,16569.5
Sao Tomé e Príncipe,Total Population,2031,273.9
Saudi Arabia,Total Population,2031,36866.8
Senegal,Total Population,2031,22071.5
Seychelles,Total Population,2031,102.8
Sierra Leone,Total Population,2031,9818.4
Somalia,Total Population,2031,21788.3
South Africa,Total Population,2031,66430.0
South Sudan,Total Population,2031,14130.1
Sudan,Total Population,2031,56474.7
Syria,Total Population,2031,27160.4
Tanzania,Total Population,2031,81333.6
Togo,Total Population,2031,10654.0
Tunisia,Total Population,2031,12791.1
Uganda,Total Population,2031,60910.9
United Arab Emirates,Total Population,2031,10056.9
Yemen,Total Population,2031,37053.1
Zambia,Total Population,2031,24985.0
Zimbabwe,Total Population,2031,17912.4
Canada,Total Population,2031,41882.5
USA,Total Population,2031,344417.8
Andorra,Total Population,2031,77.9
Austria,Total Population,2031,9308.6
Belgium,Total Population,2031,11768.1
Cyprus,Total Population,2031,1280.5
Denmark,Total Population,2031,6020.7
Finland,Total Population,2031,5574.8
France,Total Population,2031,66177.7
Germany,Total Population,2031,82217.6
Gibraltar,Total Population,2031,33.9
Greece,Total Population,2031,10314.6
Iceland,Total Population,2031,361.2
Ireland,Total Population,2031,5409.2
Italy,Total Population,2031,57586.0
Liechtenstein,Total Population,2031,40.4
Luxembourg,Total Population,2031,696.0
Malta,Total Population,2031,448.7
Monaco,Total Population,2031,42.0
Netherlands,Total Population,2031,18397.8
Norway,Total Population,2031,5646.7
Portugal,Total Population,2031,10036.7
Spain,Total Population,2031,48338.8
Sweden,Total Population,2031,10853.9
Switzerland,Total Population,2031,9367.6
Turkey,Total Population,2031,86940.9
United Kingdom,Total Population,2031,69136.6
Afghanistan,Internet Users,2016,2929.9
American Samoa,Internet Users,2016,14.9
Armenia,Internet Users,2016,1751.2
Azerbaijan,Internet Users,2016,6923.6
Bangladesh,Internet Users,2016,25834.1
Bhutan,Internet Users,2016,281.8
Brunei Darussalam,Internet Users,2016,346.4
Cambodia,Internet Users,2016,4533.9
China,Internet Users,2016,687130.4
Fiji,Internet Users,2016,362.6
French Polynesia,Internet Users,2016,174.7
Guam,Internet Users,2016,115.0
"Hong Kong, China",Internet Users,2016,6173.5
India,Internet Users,2016,335178.7
Indonesia,Internet Users,2016,60318.4
Japan,Internet Users,2016,113654.2
Kazakhstan,Internet Users,2016,11675.9
Kiribati,Internet Users,2016,13.4
Kyrgyzstan,Internet Users,2016,1955.6
Laos,Internet Users,2016,1326.2
"Macau, China",Internet Users,2016,472.9
Malaysia,Internet Users,2016,22834.3
Maldives,Internet Users,2016,258.8
Mongolia,Internet Users,2016,597.5
Myanmar,Internet Users,2016,12164.1
Nauru,Internet Users,2016,6.4
Nepal,Internet Users,2016,4823.2
New Caledonia,Internet Users,2016,197.3
North Korea,Internet Users,2016,1386.2
Pakistan,Internet Users,2016,21962.3
Papua New Guinea,Internet Users,2016,692.2
Philippines,Internet Users,2016,51196.2
Samoa,Internet Users,2016,48.9
Singapore,Internet Users,2016,4577.7
Solomon Islands,Internet Users,2016,57.6
South Korea,Internet Users,2016,45505.7
Sri Lanka,Internet Users,2016,6075.8
Taiwan,Internet Users,2016,17894.5
Tajikistan,Internet Users,2016,1514.3
Thailand,Internet Users,2016,30963.8
Tonga,Internet Users,2016,35.4
Turkmenistan,Internet Users,2016,893.6
Tuvalu,Internet Users,2016,5.2
Uzbekistan,Internet Users,2016,13149.4
Vanuatu,Internet Users,2016,57.4
Vietnam,Internet Users,2016,45269.4
Australia,Internet Users,2016,19573.0
New Zealand,Internet Users,2016,3856.5
Albania,Internet Users,2016,1801.4
Belarus,Internet Users,2016,6318.9
Bosnia and Herzegovina,Internet Users,2016,2012.0
Bulgaria,Internet Users,2016,4079.9
Croatia,Internet Users,2016,2902.2
Czech Republic,Internet Users,2016,7650.9
Estonia,Internet Users,2016,1086.4
Georgia,Internet Users,2016,2021.8
Hungary,Internet Users,2016,7431.1
Kosovo,Internet Users,2016,1452.4
Latvia,Internet Users,2016,1489.3
Lithuania,Internet Users,2016,2035.7
Moldova,Internet Users,2016,2730.8
Montenegro,Internet Users,2016,412.6
North Macedonia,Internet Users,2016,1411.6
Poland,Internet Users,2016,26788.2
Romania,Internet Users,2016,11191.7
Russia,Internet Users,2016,98571.1
Serbia,Internet Users,2016,4524.9
Slovakia,Internet Users,2016,4136.4
Slovenia,Internet Users,2016,1477.4
Ukraine,Internet Users,2016,21354.0
Anguilla,Internet Users,2016,11.8
Antigua and Barbuda,Internet Users,2016,63.7
Argentina,Internet Users,2016,28160.5
Aruba,Internet Users,2016,92.9
Bahamas,Internet Users,2016,281.5
Barbados,Internet Users,2016,215.2
Belize,Internet Users,2016,146.9
Bermuda,Internet Users,2016,62.1
Bolivia,Internet Users,2016,3904.8
Brazil,Internet Users,2016,116456.7
British Virgin Islands,Internet Users,2016,22.8
Cayman Islands,Internet Users,2016,49.4
Chile,Internet Users,2016,14176.4
Colombia,Internet Users,2016,25827.3
Costa Rica,Internet Users,2016,2983.8
Cuba,Internet Users,2016,4601.6
Curacao,Internet Users,2016,93.4
Dominica,Internet Users,2016,47.8
Dominican Republic,Internet Users,2016,5999.0
Ecuador,Internet Users,2016,8072.2
El Salvador,Internet Users,2016,1675.1
French Guiana,Internet Users,2016,127.3
Grenada,Internet Users,2016,56.5
Guadeloupe,Internet Users,2016,194.1
Guatemala,Internet Users,2016,4914.7
Guyana,Internet Users,2016,248.2
Haiti,Internet Users,2016,1170.6
Honduras,Internet Users,2016,2441.8
Jamaica,Internet Users,2016,1184.4
Martinique,Internet Users,2016,245.5
Mexico,Internet Users,2016,66184.0
Nicaragua,Internet Users,2016,1384.4
Panama,Internet Users,2016,1970.8
Paraguay,Internet Users,2016,3252.5
Peru,Internet Users,2016,12810.7
Puerto Rico,Internet Users,2016,2150.0
St Kitts and Nevis,Internet Users,2016,39.7
St Lucia,Internet Users,2016,79.0
St Vincent and the Grenadines,Internet Users,2016,56.0
Suriname,Internet Users,2016,232.4
Trinidad and Tobago,Internet Users,2016,939.8
Uruguay,Internet Users,2016,2112.9
US Virgin Islands,Internet Users,2016,58.4
Venezuela,Internet Users,2016,16234.7
Algeria,Internet Users,2016,15368.7
Angola,Internet Users,2016,3058.2
Bahrain,Internet Users,2016,1285.5
Benin,Internet Users,2016,1091.4
Botswana,Internet Users,2016,743.7
Burkina Faso,Internet Users,2016,2153.5
Burundi,Internet Users,2016,444.0
Cabo Verde,Internet Users,2016,240.3
Cameroon,Internet Users,2016,4650.6
Central African Republic,Internet Users,2016,152.3
Chad,Internet Users,2016,593.6
Comoros,Internet Users,2016,53.7
"Congo, Democratic Republic",Internet Users,2016,3994.3
Congo-Brazzaville,Internet Users,2016,340.4
Côte d'Ivoire,Internet Users,2016,8525.2
Djibouti,Internet Users,2016,108.8
Egypt,Internet Users,2016,32294.4
Equatorial Guinea,Internet Users,2016,246.0
Eritrea,Internet Users,2016,33.9
Eswatini,Internet Users,2016,277.2
Ethiopia,Internet Users,2016,13499.9
Gabon,Internet Users,2016,824.6
Gambia,Internet Users,2016,328.3
Ghana,Internet Users,2016,8483.2
Guinea,Internet Users,2016,959.7
Guinea-Bissau,Internet Users,2016,56.2
Iran,Internet Users,2016,38553.9
Iraq,Internet Users,2016,6640.3
Israel,Internet Users,2016,6107.4
Jordan,Internet Users,2016,5131.6
Kenya,Internet Users,2016,6974.8
Kuwait,Internet Users,2016,2838.7
Lebanon,Internet Users,2016,4641.4
Lesotho,Internet Users,2016,593.8
Liberia,Internet Users,2016,284.3
Libya,Internet Users,2016,1182.1
Madagascar,Internet Users,2016,995.8
Malawi,Internet Users,2016,1652.7
Mali,Internet Users,2016,1626.3
Mauritania,Internet Users,2016,633.8
Mauritius,Internet Users,2016,623.4
Morocco,Internet Users,2016,18445.4
Mozambique,Internet Users,2016,4046.9
Namibia,Internet Users,2016,630.3
Niger,Internet Users,2016,716.3
Nigeria,Internet Users,2016,61825.6
Oman,Internet Users,2016,3084.4
Qatar,Internet Users,2016,2379.9
Réunion,Internet Users,2016,510.1
Rwanda,Internet Users,2016,1989.9
Sao Tomé e Príncipe,Internet Users,2016,48.2
Saudi Arabia,Internet Users,2016,22050.7
Senegal,Internet Users,2016,3209.0
Seychelles,Internet Users,2016,49.6
Sierra Leone,Internet Users,2016,732.0
Somalia,Internet Users,2016,218.9
South Africa,Internet Users,2016,27197.3
South Sudan,Internet Users,2016,609.4
Sudan,Internet Users,2016,9725.4
Syria,Internet Users,2016,4952.4
Tanzania,Internet Users,2016,5956.3
Togo,Internet Users,2016,718.1
Tunisia,Internet Users,2016,5061.5
Uganda,Internet Users,2016,7096.7
United Arab Emirates,Internet Users,2016,7878.7
Yemen,Internet Users,2016,5691.5
Zambia,Internet Users,2016,3460.3
Zimbabwe,Internet Users,2016,2720.4
Canada,Internet Users,2016,31146.4
USA,Internet Users,2016,260340.4
Andorra,Internet Users,2016,75.7
Austria,Internet Users,2016,6985.7
Belgium,Internet Users,2016,9199.3
Cyprus,Internet Users,2016,838.0
Denmark,Internet Users,2016,5248.4
Finland,Internet Users,2016,4554.4
France,Internet Users,2016,48124.4
Germany,Internet Users,2016,68832.4
Gibraltar,Internet Users,2016,31.9
Greece,Internet Users,2016,7118.7
Iceland,Internet Users,2016,304.5
Ireland,Internet Users,2016,3677.7
Italy,Internet Users,2016,35322.7
Liechtenstein,Internet Users,2016,36.9
Luxembourg,Internet Users,2016,537.1
Malta,Internet Users,2016,323.7
Monaco,Internet Users,2016,36.2
Netherlands,Internet Users,2016,14558.2
Norway,Internet Users,2016,4776.0
Portugal,Internet Users,2016,6975.4
Spain,Internet Users,2016,35638.2
Sweden,Internet Users,2016,8306.0
Switzerland,Internet Users,2016,7045.3
Turkey,Internet Users,2016,42220.2
United Kingdom,Internet Users,2016,58152.9
Afghanistan,Internet Users,2017,3519.5
American Samoa,Internet Users,2017,17.0
Armenia,Internet Users,2017,1768.4
Azerbaijan,Internet Users,2017,7089.9
Bangladesh,Internet Users,2017,31100.9
Bhutan,Internet Users,2017,313.5
Brunei Darussalam,Internet Users,2017,369.9
Cambodia,Internet Users,2017,4682.3
China,Internet Users,2017,705091.5
Fiji,Internet Users,2017,392.8
French Polynesia,Internet Users,2017,186.8
Guam,Internet Users,2017,121.3
"Hong Kong, China",Internet Users,2017,6362.0
India,Internet Users,2017,379890.0
Indonesia,Internet Users,2017,77675.3
Japan,Internet Users,2017,112803.4
Kazakhstan,Internet Users,2017,12150.0
Kiribati,Internet Users,2017,14.5
Kyrgyzstan,Internet Users,2017,2061.4
Laos,Internet Users,2017,1573.6
"Macau, China",Internet Users,2017,489.0
Malaysia,Internet Users,2017,23533.5
Maldives,Internet Users,2017,289.9
Mongolia,Internet Users,2017,648.7
Myanmar,Internet Users,2017,11545.4
Nauru,Internet Users,2017,6.6
Nepal,Internet Users,2017,5327.6
New Caledonia,Internet Users,2017,210.1
North Korea,Internet Users,2017,1740.9
Pakistan,Internet Users,2017,30990.6
Papua New Guinea,Internet Users,2017,825.6
Philippines,Internet Users,2017,56396.6
Samoa,Internet Users,2017,56.5
Singapore,Internet Users,2017,4581.1
Solomon Islands,Internet Users,2017,64.1
South Korea,Internet Users,2017,46847.4
Sri Lanka,Internet Users,2017,6628.0
Taiwan,Internet Users,2017,18624.7
Tajikistan,Internet Users,2017,1664.9
Thailand,Internet Users,2017,34628.0
Tonga,Internet Users,2017,36.9
Turkmenistan,Internet Users,2017,1075.2
Tuvalu,Internet Users,2017,5.6
Uzbekistan,Internet Users,2017,13919.3
Vanuatu,Internet Users,2017,63.2
Vietnam,Internet Users,2017,50214.3
Australia,Internet Users,2017,19925.2
New Zealand,Internet Users,2017,4051.7
Albania,Internet Users,2017,1948.8
Belarus,Internet Users,2017,6608.6
Bosnia and Herzegovina,Internet Users,2017,2164.4
Bulgaria,Internet Users,2017,4293.9
Croatia,Internet Users,2017,2657.2
Czech Republic,Internet Users,2017,7890.8
Estonia,Internet Users,2017,1097.3
Georgia,Internet Users,2017,2064.9
Hungary,Internet Users,2017,7165.3
Kosovo,Internet Users,2017,1496.3
Latvia,Internet Users,2017,1476.6
Lithuania,Internet Users,2017,2093.5
Moldova,Internet Users,2017,2925.7
Montenegro,Internet Users,2017,421.1
North Macedonia,Internet Users,2017,1459.5
Poland,Internet Users,2017,27774.4
Romania,Internet Users,2017,11903.4
Russia,Internet Users,2017,102637.1
Serbia,Internet Users,2017,4721.1
Slovakia,Internet Users,2017,4204.3
Slovenia,Internet Users,2017,1546.5
Ukraine,Internet Users,2017,23668.2
Anguilla,Internet Users,2017,12.2
Antigua and Barbuda,Internet Users,2017,66.7
Argentina,Internet Users,2017,29783.5
Aruba,Internet Users,2017,96.9
Bahamas,Internet Users,2017,302.4
Barbados,Internet Users,2017,221.6
Belize,Internet Users,2017,158.6
Bermuda,Internet Users,2017,62.0
Bolivia,Internet Users,2017,4383.2
Brazil,Internet Users,2017,130184.5
British Virgin Islands,Internet Users,2017,23.0
Cayman Islands,Internet Users,2017,51.4
Chile,Internet Users,2017,14197.5
Colombia,Internet Users,2017,28105.4
Costa Rica,Internet Users,2017,3282.7
Cuba,Internet Users,2017,6126.5
Curacao,Internet Users,2017,103.6
Dominica,Internet Users,2017,49.7
Dominican Republic,Internet Users,2017,6424.2
Ecuador,Internet Users,2017,8794.8
El Salvador,Internet Users,2017,1965.1
French Guiana,Internet Users,2017,140.0
Grenada,Internet Users,2017,60.1
Guadeloupe,Internet Users,2017,208.9
Guatemala,Internet Users,2017,5919.3
Guyana,Internet Users,2017,261.3
Haiti,Internet Users,2017,1197.4
Honduras,Internet Users,2017,2710.1
Jamaica,Internet Users,2017,1478.6
Martinique,Internet Users,2017,255.9
Mexico,Internet Users,2017,71779.2
Nicaragua,Internet Users,2017,1593.0
Panama,Internet Users,2017,2229.1
Paraguay,Internet Users,2017,3772.6
Peru,Internet Users,2017,14486.5
Puerto Rico,Internet Users,2017,2085.0
St Kitts and Nevis,Internet Users,2017,42.0
St Lucia,Internet Users,2017,86.4
St Vincent and the Grenadines,Internet Users,2017,60.1
Suriname,Internet Users,2017,253.4
Trinidad and Tobago,Internet Users,2017,997.6
Uruguay,Internet Users,2017,2246.9
US Virgin Islands,Internet Users,2017,63.2
Venezuela,Internet Users,2017,17190.6
Algeria,Internet Users,2017,17418.8
Angola,Internet Users,2017,3495.9
Bahrain,Internet Users,2017,1327.5
Benin,Internet Users,2017,1323.0
Botswana,Internet Users,2017,800.6
Burkina Faso,Internet Users,2017,2526.7
Burundi,Internet Users,2017,581.5
Cabo Verde,Internet Users,2017,276.7
Cameroon,Internet Users,2017,4785.6
Central African Republic,Internet Users,2017,167.8
Chad,Internet Users,2017,797.6
Comoros,Internet Users,2017,58.8
"Congo, Democratic Republic",Internet Users,2017,5740.0
Congo-Brazzaville,Internet Users,2017,372.9
Côte d'Ivoire,Internet Users,2017,8264.0
Djibouti,Internet Users,2017,469.5
Egypt,Internet Users,2017,36194.1
Equatorial Guinea,Internet Users,2017,282.5
Eritrea,Internet Users,2017,38.3
Eswatini,Internet Users,2017,297.4
Ethiopia,Internet Users,2017,16828.3
Gabon,Internet Users,2017,887.9
Gambia,Internet Users,2017,363.2
Ghana,Internet Users,2017,9495.2
Guinea,Internet Users,2017,1149.9
Guinea-Bissau,Internet Users,2017,60.3
Iran,Internet Users,2017,47021.4
Iraq,Internet Users,2017,15883.9
Israel,Internet Users,2017,6380.3
Jordan,Internet Users,2017,5658.9
Kenya,Internet Users,2017,7699.9
Kuwait,Internet Users,2017,3697.4
Lebanon,Internet Users,2017,4852.7
Lesotho,Internet Users,2017,549.4
Liberia,Internet Users,2017,318.7
Libya,Internet Users,2017,1289.3
Madagascar,Internet Users,2017,1297.0
Malawi,Internet Users,2017,2046.6
Mali,Internet Users,2017,1923.4
Mauritania,Internet Users,2017,754.5
Mauritius,Internet Users,2017,663.9
Morocco,Internet Users,2017,19840.0
Mozambique,Internet Users,2017,4975.8
Namibia,Internet Users,2017,763.4
Niger,Internet Users,2017,855.4
Nigeria,Internet Users,2017,70094.4
Oman,Internet Users,2017,3326.3
Qatar,Internet Users,2017,2530.9
Réunion,Internet Users,2017,541.6
Rwanda,Internet Users,2017,2225.7
Sao Tomé e Príncipe,Internet Users,2017,52.6
Saudi Arabia,Internet Users,2017,28343.9
Senegal,Internet Users,2017,3800.9
Seychelles,Internet Users,2017,51.9
Sierra Leone,Internet Users,2017,923.2
Somalia,Internet Users,2017,240.3
South Africa,Internet Users,2017,28741.9
South Sudan,Internet Users,2017,735.3
Sudan,Internet Users,2017,10726.9
Syria,Internet Users,2017,5236.1
Tanzania,Internet Users,2017,7503.5
Togo,Internet Users,2017,806.4
Tunisia,Internet Users,2017,5739.1
Uganda,Internet Users,2017,8006.9
United Arab Emirates,Internet Users,2017,8405.0
Yemen,Internet Users,2017,6355.3
Zambia,Internet Users,2017,3904.6
Zimbabwe,Internet Users,2017,3245.7
Canada,Internet Users,2017,32077.8
USA,Internet Users,2017,267573.7
Andorra,Internet Users,2017,75.6
Austria,Internet Users,2017,7340.2
Belgium,Internet Users,2017,9376.0
Cyprus,Internet Users,2017,899.1
Denmark,Internet Users,2017,5292.6
Finland,Internet Users,2017,4562.2
France,Internet Users,2017,49049.9
Germany,Internet Users,2017,68614.4
Gibraltar,Internet Users,2017,32.1
Greece,Internet Users,2017,7193.8
Iceland,Internet Users,2017,307.2
Ireland,Internet Users,2017,3749.7
Italy,Internet Users,2017,36317.1
Liechtenstein,Internet Users,2017,37.6
Luxembourg,Internet Users,2017,544.8
Malta,Internet Users,2017,337.3
Monaco,Internet Users,2017,37.3
Netherlands,Internet Users,2017,15106.6
Norway,Internet Users,2017,4774.3
Portugal,Internet Users,2017,7291.6
Spain,Internet Users,2017,37543.4
Sweden,Internet Users,2017,8740.8
Switzerland,Internet Users,2017,7165.4
Turkey,Internet Users,2017,47449.8
United Kingdom,Internet Users,2017,55933.6
Afghanistan,Internet Users,2018,4459.9
American Samoa,Internet Users,2018,19.2
Armenia,Internet Users,2018,1870.2
Azerbaijan,Internet Users,2018,7256.1
Bangladesh,Internet Users,2018,36783.8
Bhutan,Internet Users,2018,345.4
Brunei Darussalam,Internet Users,2018,375.5
Cambodia,Internet Users,2018,5866.4
China,Internet Users,2018,759490.6
Fiji,Internet Users,2018,427.7
French Polynesia,Internet Users,2018,194.9
Guam,Internet Users,2018,125.8
"Hong Kong, China",Internet Users,2018,6492
India,Internet Users,2018,432586.3
Indonesia,Internet Users,2018,97153.4
Japan,Internet Users,2018,111001.1
Kazakhstan,Internet Users,2018,12731.7
Kiribati,Internet Users,2018,17.9
Kyrgyzstan,Internet Users,2018,2334
Laos,Internet Users,2018,1839.2
"Macau, China",Internet Users,2018,499.6
Malaysia,Internet Users,2018,24139.1
Maldives,Internet Users,2018,318.4
Mongolia,Internet Users,2018,1315.2
Myanmar,Internet Users,2018,13456.9
Nauru,Internet Users,2018,7
Nepal,Internet Users,2018,6346.5
New Caledonia,Internet Users,2018,218
North Korea,Internet Users,2018,2098.6
Pakistan,Internet Users,2018,32719.7
Papua New Guinea,Internet Users,2018,1041.4
Philippines,Internet Users,2018,60789.1
Samoa,Internet Users,2018,63.7
Singapore,Internet Users,2018,4799.6
Solomon Islands,Internet Users,2018,81.1
South Korea,Internet Users,2018,47574.3
Sri Lanka,Internet Users,2018,7460.6
Taiwan,Internet Users,2018,19438.4
Tajikistan,Internet Users,2018,1990.7
Thailand,Internet Users,2018,37349.5
Tonga,Internet Users,2018,41.2
Turkmenistan,Internet Users,2018,1282.8
Tuvalu,Internet Users,2018,6.1
Uzbekistan,Internet Users,2018,16044.9
Vanuatu,Internet Users,2018,74.5
Vietnam,Internet Users,2018,61031.1
Australia,Internet Users,2018,20633.9
New Zealand,Internet Users,2018,4188.6
Albania,Internet Users,2018,1762.7
Belarus,Internet Users,2018,7019.5
Bosnia and Herzegovina,Internet Users,2018,2334.1
Bulgaria,Internet Users,2018,4354.8
Croatia,Internet Users,2018,2949.7
Czech Republic,Internet Users,2018,8108.6
Estonia,Internet Users,2018,1116.2
Georgia,Internet Users,2018,2174.5
Hungary,Internet Users,2018,7084.8
Kosovo,Internet Users,2018,1608.6
Latvia,Internet Users,2018,1526.7
Lithuania,Internet Users,2018,2120.7
Moldova,Internet Users,2018,3019.6
Montenegro,Internet Users,2018,422.7
North Macedonia,Internet Users,2018,1553.2
Poland,Internet Users,2018,28331.7
Romania,Internet Users,2018,13101.6
Russia,Internet Users,2018,109436.7
Serbia,Internet Users,2018,4897.6
Slovakia,Internet Users,2018,4147.3
Slovenia,Internet Users,2018,1565.8
Ukraine,Internet Users,2018,25095.6
Anguilla,Internet Users,2018,12.6
Antigua and Barbuda,Internet Users,2018,69.6
Argentina,Internet Users,2018,31178.7
Aruba,Internet Users,2018,97.7
Bahamas,Internet Users,2018,311.7
Barbados,Internet Users,2018,227.6
Belize,Internet Users,2018,175.8
Bermuda,Internet Users,2018,61.9
Bolivia,Internet Users,2018,4501.1
Brazil,Internet Users,2018,136523
British Virgin Islands,Internet Users,2018,23.9
Cayman Islands,Internet Users,2018,53.4
Chile,Internet Users,2018,14777.8
Colombia,Internet Users,2018,29419.8
Costa Rica,Internet Users,2018,3411.1
Cuba,Internet Users,2018,6728
Curacao,Internet Users,2018,109.1
Dominica,Internet Users,2018,52
Dominican Republic,Internet Users,2018,7199.2
Ecuador,Internet Users,2018,9503.5
El Salvador,Internet Users,2018,2213.5
French Guiana,Internet Users,2018,152.9
Grenada,Internet Users,2018,64.1
Guadeloupe,Internet Users,2018,223
Guatemala,Internet Users,2018,6649.5
Guyana,Internet Users,2018,291.7
Haiti,Internet Users,2018,3201
Honduras,Internet Users,2018,3104.7
Jamaica,Internet Users,2018,1588.7
Martinique,Internet Users,2018,265.8
Mexico,Internet Users,2018,74770.6
Nicaragua,Internet Users,2018,1842.7
Panama,Internet Users,2018,2341.1
Paraguay,Internet Users,2018,4070.1
Peru,Internet Users,2018,16098.3
Puerto Rico,Internet Users,2018,2075.3
St Kitts and Nevis,Internet Users,2018,43.4
St Lucia,Internet Users,2018,93.6
St Vincent and the Grenadines,Internet Users,2018,64.1
Suriname,Internet Users,2018,277
Trinidad and Tobago,Internet Users,2018,1034.8
Uruguay,Internet Users,2018,2386.8
US Virgin Islands,Internet Users,2018,66.5
Venezuela,Internet Users,2018,17812.2
Algeria,Internet Users,2018,18280.1
Angola,Internet Users,2018,4398.1
Bahrain,Internet Users,2018,1373.2
Benin,Internet Users,2018,1656.3
Botswana,Internet Users,2018,902.1
Burkina Faso,Internet Users,2018,3136.1
Burundi,Internet Users,2018,759
Cabo Verde,Internet Users,2018,298.5
Cameroon,Internet Users,2018,5709
Central African Republic,Internet Users,2018,216.4
Chad,Internet Users,2018,1039
Comoros,Internet Users,2018,75.4
"Congo, Democratic Republic",Internet Users,2018,7424.6
Congo-Brazzaville,Internet Users,2018,479.6
Côte d'Ivoire,Internet Users,2018,7927.3
Djibouti,Internet Users,2018,510
Egypt,Internet Users,2018,38884
Equatorial Guinea,Internet Users,2018,336.5
Eritrea,Internet Users,2018,49.2
Eswatini,Internet Users,2018,340.4
Ethiopia,Internet Users,2018,20511.4
Gabon,Internet Users,2018,982.8
Gambia,Internet Users,2018,441.1
Ghana,Internet Users,2018,10778.5
Guinea,Internet Users,2018,2269.4
Guinea-Bissau,Internet Users,2018,78.6
Iran,Internet Users,2018,52129.5
Iraq,Internet Users,2018,24789.2
Israel,Internet Users,2018,6680
Jordan,Internet Users,2018,6064.8
Kenya,Internet Users,2018,8897.4
Kuwait,Internet Users,2018,3897.4
Lebanon,Internet Users,2018,5037.7
Lesotho,Internet Users,2018,627.5
Liberia,Internet Users,2018,410.2
Libya,Internet Users,2018,1531.5
Madagascar,Internet Users,2018,1684.8
Malawi,Internet Users,2018,2568
Mali,Internet Users,2018,2434.9
Mauritania,Internet Users,2018,910.9
Mauritius,Internet Users,2018,704.2
Morocco,Internet Users,2018,21132.1
Mozambique,Internet Users,2018,6011.2
Namibia,Internet Users,2018,866
Niger,Internet Users,2018,942.5
Nigeria,Internet Users,2018,78730.3
Oman,Internet Users,2018,3600.9
Qatar,Internet Users,2018,2618.7
Réunion,Internet Users,2018,572.2
Rwanda,Internet Users,2018,2667.3
Sao Tomé e Príncipe,Internet Users,2018,60.9
Saudi Arabia,Internet Users,2018,28625
Senegal,Internet Users,2018,4445.9
Seychelles,Internet Users,2018,55.5
Sierra Leone,Internet Users,2018,1146.5
Somalia,Internet Users,2018,313.4
South Africa,Internet Users,2018,31122
South Sudan,Internet Users,2018,929
Sudan,Internet Users,2018,12429.4
Syria,Internet Users,2018,-
Tanzania,Internet Users,2018,9288.4
Togo,Internet Users,2018,1017
Tunisia,Internet Users,2018,6736.2
Uganda,Internet Users,2018,9649.1
United Arab Emirates,Internet Users,2018,8781.2
Yemen,Internet Users,2018,7468.5
Zambia,Internet Users,2018,4599
Zimbabwe,Internet Users,2018,3786.8
