,geography,category,data_type,unit,current_constant,year_nk,value
657,New Caledonia,Total Population,Socio-economic indicators,0,-,2019,282.8
658,North Korea,Total Population,Socio-economic indicators,0,-,2019,25666.2
659,Pakistan,Total Population,Socio-economic indicators,0,-,2019,216565.3
660,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2019,8776.1
661,Philippines,Total Population,Socio-economic indicators,0,-,2019,108116.6
662,Samoa,Total Population,Socio-economic indicators,0,-,2019,197.1
663,Singapore,Total Population,Socio-economic indicators,0,-,2019,5703.6
664,Solomon Islands,Total Population,Socio-economic indicators,0,-,2019,669.8
665,South Korea,Total Population,Socio-economic indicators,0,-,2019,51709.1
666,Sri Lanka,Total Population,Socio-economic indicators,0,-,2019,21323.7
667,Taiwan,Total Population,Socio-economic indicators,0,-,2019,23588.9
668,Tajikistan,Total Population,Socio-economic indicators,0,-,2019,9321.0
669,Thailand,Total Population,Socio-economic indicators,0,-,2019,69625.6
670,Tonga,Total Population,Socio-economic indicators,0,-,2019,104.5
671,Turkmenistan,Total Population,Socio-economic indicators,0,-,2019,5942.1
672,Tuvalu,Total Population,Socio-economic indicators,0,-,2019,11.6
673,Uzbekistan,Total Population,Socio-economic indicators,0,-,2019,32981.7
674,Vanuatu,Total Population,Socio-economic indicators,0,-,2019,299.9
675,Vietnam,Total Population,Socio-economic indicators,0,-,2019,96484.0
676,Australia,Total Population,Socio-economic indicators,0,-,2019,25365.7
677,New Zealand,Total Population,Socio-economic indicators,0,-,2019,4941.2
678,Albania,Total Population,Socio-economic indicators,0,-,2019,2880.9
679,Belarus,Total Population,Socio-economic indicators,0,-,2019,9429.3
680,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2019,3492.0
681,Bulgaria,Total Population,Socio-economic indicators,0,-,2019,7000.0
682,Croatia,Total Population,Socio-economic indicators,0,-,2019,4076.2
683,Czech Republic,Total Population,Socio-economic indicators,0,-,2019,10649.8
684,Estonia,Total Population,Socio-economic indicators,0,-,2019,1324.8
685,Georgia,Total Population,Socio-economic indicators,0,-,2019,3723.5
686,Hungary,Total Population,Socio-economic indicators,0,-,2019,9772.8
687,Kosovo,Total Population,Socio-economic indicators,0,-,2019,1805.1
688,Latvia,Total Population,Socio-economic indicators,0,-,2019,1920.0
689,Lithuania,Total Population,Socio-economic indicators,0,-,2019,2794.2
690,Moldova,Total Population,Socio-economic indicators,0,-,2019,4043.3
691,Montenegro,Total Population,Socio-economic indicators,0,-,2019,628.0
692,North Macedonia,Total Population,Socio-economic indicators,0,-,2019,2077.1
693,Poland,Total Population,Socio-economic indicators,0,-,2019,38411.1
694,Romania,Total Population,Socio-economic indicators,0,-,2019,19414.5
695,Russia,Total Population,Socio-economic indicators,0,-,2019,144425.7
696,Serbia,Total Population,Socio-economic indicators,0,-,2019,6963.8
697,Slovakia,Total Population,Socio-economic indicators,0,-,2019,5450.4
698,Slovenia,Total Population,Socio-economic indicators,0,-,2019,2080.9
699,Ukraine,Total Population,Socio-economic indicators,0,-,2019,41983.6
700,Anguilla,Total Population,Socio-economic indicators,0,-,2019,14.9
701,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2019,97.1
702,Argentina,Total Population,Socio-economic indicators,0,-,2019,44539.7
703,Aruba,Total Population,Socio-economic indicators,0,-,2019,106.3
704,Bahamas,Total Population,Socio-economic indicators,0,-,2019,389.5
705,Barbados,Total Population,Socio-economic indicators,0,-,2019,287.0
706,Belize,Total Population,Socio-economic indicators,0,-,2019,390.4
707,Bermuda,Total Population,Socio-economic indicators,0,-,2019,62.5
708,Bolivia,Total Population,Socio-economic indicators,0,-,2019,11513.1
709,Brazil,Total Population,Socio-economic indicators,0,-,2019,210147.1
710,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2019,30.0
711,Cayman Islands,Total Population,Socio-economic indicators,0,-,2019,64.9
712,Chile,Total Population,Socio-economic indicators,0,-,2019,18952.0
713,Colombia,Total Population,Socio-economic indicators,0,-,2019,50339.4
714,Costa Rica,Total Population,Socio-economic indicators,0,-,2019,5043.3
715,Cuba,Total Population,Socio-economic indicators,0,-,2019,11333.5
716,Curacao,Total Population,Socio-economic indicators,0,-,2019,163.4
717,Dominica,Total Population,Socio-economic indicators,0,-,2019,71.8
718,Dominican Republic,Total Population,Socio-economic indicators,0,-,2019,10739.0
719,Ecuador,Total Population,Socio-economic indicators,0,-,2019,17096.5
720,El Salvador,Total Population,Socio-economic indicators,0,-,2019,6453.6
721,French Guiana,Total Population,Socio-economic indicators,0,-,2019,290.8
722,Grenada,Total Population,Socio-economic indicators,0,-,2019,112.0
723,Guadeloupe,Total Population,Socio-economic indicators,0,-,2019,400.0
724,Guatemala,Total Population,Socio-economic indicators,0,-,2019,16991.0
725,Guyana,Total Population,Socio-economic indicators,0,-,2019,782.8
726,Haiti,Total Population,Socio-economic indicators,0,-,2019,11263.1
727,Honduras,Total Population,Socio-economic indicators,0,-,2019,9746.1
728,Jamaica,Total Population,Socio-economic indicators,0,-,2019,2948.3
729,Martinique,Total Population,Socio-economic indicators,0,-,2019,375.6
730,Mexico,Total Population,Socio-economic indicators,0,-,2019,125792.6
731,Nicaragua,Total Population,Socio-economic indicators,0,-,2019,6545.5
732,Panama,Total Population,Socio-economic indicators,0,-,2019,4246.4
733,Paraguay,Total Population,Socio-economic indicators,0,-,2019,7044.6
734,Peru,Total Population,Socio-economic indicators,0,-,2019,32510.5
735,Puerto Rico,Total Population,Socio-economic indicators,0,-,2019,2933.4
736,Sint Maarten,Total Population,Socio-economic indicators,0,-,2019,42.4
737,St Kitts and Nevis,Total Population,Socio-economic indicators,0,-,2019,52.8
738,St Lucia,Total Population,Socio-economic indicators,0,-,2019,182.8
739,St Vincent and the Grenadines,Total Population,Socio-economic indicators,0,-,2019,110.6
740,Suriname,Total Population,Socio-economic indicators,0,-,2019,581.4
741,Trinidad and Tobago,Total Population,Socio-economic indicators,0,-,2019,1395.0
742,Uruguay,Total Population,Socio-economic indicators,0,-,2019,3438.6
743,US Virgin Islands,Total Population,Socio-economic indicators,0,-,2019,104.6
744,Venezuela,Total Population,Socio-economic indicators,0,-,2019,28515.8
745,Algeria,Total Population,Socio-economic indicators,0,-,2019,43053.1
746,Angola,Total Population,Socio-economic indicators,0,-,2019,31825.3
747,Bahrain,Total Population,Socio-economic indicators,0,-,2019,1483.8
748,Benin,Total Population,Socio-economic indicators,0,-,2019,11801.2
749,Botswana,Total Population,Socio-economic indicators,0,-,2019,2303.7
750,Burkina Faso,Total Population,Socio-economic indicators,0,-,2019,20321.4
751,Burundi,Total Population,Socio-economic indicators,0,-,2019,11530.6
752,Cabo Verde,Total Population,Socio-economic indicators,0,-,2019,549.9
753,Cameroon,Total Population,Socio-economic indicators,0,-,2019,25876.4
754,Central African Republic,Total Population,Socio-economic indicators,0,-,2019,4745.2
755,Chad,Total Population,Socio-economic indicators,0,-,2019,15946.9
756,Comoros,Total Population,Socio-economic indicators,0,-,2019,850.9
757,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2019,86790.6
758,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2019,5380.5
759,Côte d'Ivoire,Total Population,Socio-economic indicators,0,-,2019,25716.6
760,Djibouti,Total Population,Socio-economic indicators,0,-,2019,973.6
761,Egypt,Total Population,Socio-economic indicators,0,-,2019,98100.0
762,Equatorial Guinea,Total Population,Socio-economic indicators,0,-,2019,1356.0
763,Eritrea,Total Population,Socio-economic indicators,0,-,2019,3497.1
764,Eswatini,Total Population,Socio-economic indicators,0,-,2019,1148.1
765,Ethiopia,Total Population,Socio-economic indicators,0,-,2019,112078.7
766,Gabon,Total Population,Socio-economic indicators,0,-,2019,2172.6
767,Gambia,Total Population,Socio-economic indicators,0,-,2019,2347.7
768,Ghana,Total Population,Socio-economic indicators,0,-,2019,30417.9
769,Guinea,Total Population,Socio-economic indicators,0,-,2019,12771.2
770,Guinea-Bissau,Total Population,Socio-economic indicators,0,-,2019,1920.9
771,Iran,Total Population,Socio-economic indicators,0,-,2019,82664.3
772,Iraq,Total Population,Socio-economic indicators,0,-,2019,39309.8
773,Israel,Total Population,Socio-economic indicators,0,-,2019,9054.0
774,Jordan,Total Population,Socio-economic indicators,0,-,2019,10069.8
775,Kenya,Total Population,Socio-economic indicators,0,-,2019,52574.0
776,Kuwait,Total Population,Socio-economic indicators,0,-,2019,4420.1
777,Lebanon,Total Population,Socio-economic indicators,0,-,2019,6855.7
778,Lesotho,Total Population,Socio-economic indicators,0,-,2019,2125.3
779,Liberia,Total Population,Socio-economic indicators,0,-,2019,4937.4
780,Libya,Total Population,Socio-economic indicators,0,-,2019,6777.5
781,Madagascar,Total Population,Socio-economic indicators,0,-,2019,26969.3
782,Malawi,Total Population,Socio-economic indicators,0,-,2019,18628.7
783,Mali,Total Population,Socio-economic indicators,0,-,2019,19658.0
784,Mauritania,Total Population,Socio-economic indicators,0,-,2019,4525.7
785,Mauritius,Total Population,Socio-economic indicators,0,-,2019,1269.7
786,Morocco,Total Population,Socio-economic indicators,0,-,2019,36471.8
787,Mozambique,Total Population,Socio-economic indicators,0,-,2019,30366.0
788,Namibia,Total Population,Socio-economic indicators,0,-,2019,2494.5
789,Niger,Total Population,Socio-economic indicators,0,-,2019,23310.7
790,Nigeria,Total Population,Socio-economic indicators,0,-,2019,200963.6
791,Oman,Total Population,Socio-economic indicators,0,-,2019,4617.9
792,Qatar,Total Population,Socio-economic indicators,0,-,2019,2799.2
793,Réunion,Total Population,Socio-economic indicators,0,-,2019,888.9
794,Rwanda,Total Population,Socio-economic indicators,0,-,2019,12626.9
795,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2019,215.0
796,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2019,34003.3
797,Senegal,Total Population,Socio-economic indicators,0,-,2019,16296.4
798,Seychelles,Total Population,Socio-economic indicators,0,-,2019,97.7
799,Sierra Leone,Total Population,Socio-economic indicators,0,-,2019,7813.2
800,Somalia,Total Population,Socio-economic indicators,0,-,2019,15442.9
801,South Africa,Total Population,Socio-economic indicators,0,-,2019,58558.3
802,South Sudan,Total Population,Socio-economic indicators,0,-,2019,11062.1
803,Sudan,Total Population,Socio-economic indicators,0,-,2019,42813.2
804,Syria,Total Population,Socio-economic indicators,0,-,2019,17070.1
805,Tanzania,Total Population,Socio-economic indicators,0,-,2019,58005.5
806,Togo,Total Population,Socio-economic indicators,0,-,2019,8082.4
807,Tunisia,Total Population,Socio-economic indicators,0,-,2019,11692.7
808,Uganda,Total Population,Socio-economic indicators,0,-,2019,44269.6
809,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2019,9503.7
810,Yemen,Total Population,Socio-economic indicators,0,-,2019,29161.9
811,Zambia,Total Population,Socio-economic indicators,0,-,2019,17861.0
812,Zimbabwe,Total Population,Socio-economic indicators,0,-,2019,14645.5
813,Canada,Total Population,Socio-economic indicators,0,-,2019,37593.4
814,USA,Total Population,Socio-economic indicators,0,-,2019,330123.1
815,Andorra,Total Population,Socio-economic indicators,0,-,2019,77.1
816,Austria,Total Population,Socio-economic indicators,0,-,2019,8858.8
817,Belgium,Total Population,Socio-economic indicators,0,-,2019,11431.4
818,Cyprus,Total Population,Socio-economic indicators,0,-,2019,1198.6
819,Denmark,Total Population,Socio-economic indicators,0,-,2019,5806.1
820,Finland,Total Population,Socio-economic indicators,0,-,2019,5517.9
821,France,Total Population,Socio-economic indicators,0,-,2019,64988.2
822,Germany,Total Population,Socio-economic indicators,0,-,2019,83019.2
823,Gibraltar,Total Population,Socio-economic indicators,0,-,2019,33.7
824,Greece,Total Population,Socio-economic indicators,0,-,2019,10724.6
825,Iceland,Total Population,Socio-economic indicators,0,-,2019,339.0
826,Ireland,Total Population,Socio-economic indicators,0,-,2019,4904.2
827,Italy,Total Population,Socio-economic indicators,0,-,2019,59816.7
828,Liechtenstein,Total Population,Socio-economic indicators,0,-,2019,38.4
829,Luxembourg,Total Population,Socio-economic indicators,0,-,2019,615.7
830,Malta,Total Population,Socio-economic indicators,0,-,2019,440.4
831,Monaco,Total Population,Socio-economic indicators,0,-,2019,39.0
832,Netherlands,Total Population,Socio-economic indicators,0,-,2019,17282.2
833,Norway,Total Population,Socio-economic indicators,0,-,2019,5328.2
834,Portugal,Total Population,Socio-economic indicators,0,-,2019,10276.6
835,Spain,Total Population,Socio-economic indicators,0,-,2019,46937.1
836,Sweden,Total Population,Socio-economic indicators,0,-,2019,10230.2
837,Switzerland,Total Population,Socio-economic indicators,0,-,2019,8544.5
838,Turkey,Total Population,Socio-economic indicators,0,-,2019,82003.9
839,United Kingdom,Total Population,Socio-economic indicators,0,-,2019,66647.1
840,Afghanistan,Total Population,Socio-economic indicators,0,-,2020,38928.3
841,American Samoa,Total Population,Socio-economic indicators,0,-,2020,55.2
842,Armenia,Total Population,Socio-economic indicators,0,-,2020,2963.2
843,Azerbaijan,Total Population,Socio-economic indicators,0,-,2020,10067.1
844,Bangladesh,Total Population,Socio-economic indicators,0,-,2020,164689.4
845,Bhutan,Total Population,Socio-economic indicators,0,-,2020,771.6
846,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2020,437.5
847,Cambodia,Total Population,Socio-economic indicators,0,-,2020,16719.0
848,China,Total Population,Socio-economic indicators,0,-,2020,1406350.2
849,Fiji,Total Population,Socio-economic indicators,0,-,2020,896.4
850,French Polynesia,Total Population,Socio-economic indicators,0,-,2020,280.9
851,Guam,Total Population,Socio-economic indicators,0,-,2020,168.8
852,"Hong Kong, China",Total Population,Socio-economic indicators,0,-,2020,7481.8
853,India,Total Population,Socio-economic indicators,0,-,2020,1344810.1
854,Indonesia,Total Population,Socio-economic indicators,0,-,2020,273523.6
855,Japan,Total Population,Socio-economic indicators,0,-,2020,125880.0
856,Kazakhstan,Total Population,Socio-economic indicators,0,-,2020,18631.8
857,Kiribati,Total Population,Socio-economic indicators,0,-,2020,119.4
858,Kyrgyzstan,Total Population,Socio-economic indicators,0,-,2020,6524.2
859,Laos,Total Population,Socio-economic indicators,0,-,2020,7275.6
860,"Macau, China",Total Population,Socio-economic indicators,0,-,2020,649.3
861,Malaysia,Total Population,Socio-economic indicators,0,-,2020,32657.3
862,Maldives,Total Population,Socio-economic indicators,0,-,2020,540.5
863,Mongolia,Total Population,Socio-economic indicators,0,-,2020,3278.3
864,Myanmar,Total Population,Socio-economic indicators,0,-,2020,54409.8
865,Nauru,Total Population,Socio-economic indicators,0,-,2020,10.8
866,Nepal,Total Population,Socio-economic indicators,0,-,2020,29136.8
867,New Caledonia,Total Population,Socio-economic indicators,0,-,2020,285.5
868,North Korea,Total Population,Socio-economic indicators,0,-,2020,25778.8
869,Pakistan,Total Population,Socio-economic indicators,0,-,2020,220892.3
870,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2020,8947.0
871,Philippines,Total Population,Socio-economic indicators,0,-,2020,109581.1
872,Samoa,Total Population,Socio-economic indicators,0,-,2020,198.4
873,Singapore,Total Population,Socio-economic indicators,0,-,2020,5685.8
874,Solomon Islands,Total Population,Socio-economic indicators,0,-,2020,686.9
875,South Korea,Total Population,Socio-economic indicators,0,-,2020,51780.6
876,Sri Lanka,Total Population,Socio-economic indicators,0,-,2020,21413.2
877,Taiwan,Total Population,Socio-economic indicators,0,-,2020,23603.1
878,Tajikistan,Total Population,Socio-economic indicators,0,-,2020,9537.6
879,Thailand,Total Population,Socio-economic indicators,0,-,2020,69800.0
880,Tonga,Total Population,Socio-economic indicators,0,-,2020,105.7
881,Turkmenistan,Total Population,Socio-economic indicators,0,-,2020,6031.2
882,Tuvalu,Total Population,Socio-economic indicators,0,-,2020,11.8
883,Uzbekistan,Total Population,Socio-economic indicators,0,-,2020,33469.2
884,Vanuatu,Total Population,Socio-economic indicators,0,-,2020,307.1
885,Vietnam,Total Population,Socio-economic indicators,0,-,2020,97360.7
886,Australia,Total Population,Socio-economic indicators,0,-,2020,25693.3
887,New Zealand,Total Population,Socio-economic indicators,0,-,2020,5040.4
888,Albania,Total Population,Socio-economic indicators,0,-,2020,2877.8
889,Belarus,Total Population,Socio-economic indicators,0,-,2020,9410.3
890,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2020,3481.8
891,Bulgaria,Total Population,Socio-economic indicators,0,-,2020,6951.5
892,Croatia,Total Population,Socio-economic indicators,0,-,2020,4058.2
893,Czech Republic,Total Population,Socio-economic indicators,0,-,2020,10693.9
894,Estonia,Total Population,Socio-economic indicators,0,-,2020,1328.9
895,Georgia,Total Population,Socio-economic indicators,0,-,2020,3716.9
896,Hungary,Total Population,Socio-economic indicators,0,-,2020,9769.5
897,Kosovo,Total Population,Socio-economic indicators,0,-,2020,1811.4
898,Latvia,Total Population,Socio-economic indicators,0,-,2020,1907.7
899,Lithuania,Total Population,Socio-economic indicators,0,-,2020,2794.1
900,Moldova,Total Population,Socio-economic indicators,0,-,2020,4034.0
901,Montenegro,Total Population,Socio-economic indicators,0,-,2020,628.1
902,North Macedonia,Total Population,Socio-economic indicators,0,-,2020,2076.3
903,Poland,Total Population,Socio-economic indicators,0,-,2020,38382.6
904,Romania,Total Population,Socio-economic indicators,0,-,2020,19328.8
905,Russia,Total Population,Socio-economic indicators,0,-,2020,144386.8
906,Serbia,Total Population,Socio-economic indicators,0,-,2020,6926.7
907,Slovakia,Total Population,Socio-economic indicators,0,-,2020,5457.9
908,Slovenia,Total Population,Socio-economic indicators,0,-,2020,2095.9
909,Ukraine,Total Population,Socio-economic indicators,0,-,2020,41732.8
910,Anguilla,Total Population,Socio-economic indicators,0,-,2020,15.0
911,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2020,97.9
912,Argentina,Total Population,Socio-economic indicators,0,-,2020,44813.5
913,Aruba,Total Population,Socio-economic indicators,0,-,2020,106.8
914,Bahamas,Total Population,Socio-economic indicators,0,-,2020,393.2
915,Barbados,Total Population,Socio-economic indicators,0,-,2020,287.4
916,Belize,Total Population,Socio-economic indicators,0,-,2020,397.6
917,Bermuda,Total Population,Socio-economic indicators,0,-,2020,62.3
918,Bolivia,Total Population,Socio-economic indicators,0,-,2020,11672.2
919,Brazil,Total Population,Socio-economic indicators,0,-,2020,211755.7
920,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2020,30.2
921,Cayman Islands,Total Population,Socio-economic indicators,0,-,2020,65.7
922,Chile,Total Population,Socio-economic indicators,0,-,2020,19114.0
923,Colombia,Total Population,Socio-economic indicators,0,-,2020,50876.9
924,Costa Rica,Total Population,Socio-economic indicators,0,-,2020,5088.8
925,Cuba,Total Population,Socio-economic indicators,0,-,2020,11326.6
926,Curacao,Total Population,Socio-economic indicators,0,-,2020,164.1
927,Dominica,Total Population,Socio-economic indicators,0,-,2020,72.0
928,Dominican Republic,Total Population,Socio-economic indicators,0,-,2020,10847.9
929,Ecuador,Total Population,Socio-economic indicators,0,-,2020,17287.7
930,El Salvador,Total Population,Socio-economic indicators,0,-,2020,6486.2
931,French Guiana,Total Population,Socio-economic indicators,0,-,2020,298.7
932,Grenada,Total Population,Socio-economic indicators,0,-,2020,112.5
933,Guadeloupe,Total Population,Socio-economic indicators,0,-,2020,400.1
934,Guatemala,Total Population,Socio-economic indicators,0,-,2020,17257.0
935,Guyana,Total Population,Socio-economic indicators,0,-,2020,786.6
936,Haiti,Total Population,Socio-economic indicators,0,-,2020,11402.5
937,Honduras,Total Population,Socio-economic indicators,0,-,2020,9904.6
938,Jamaica,Total Population,Socio-economic indicators,0,-,2020,2961.2
939,Martinique,Total Population,Socio-economic indicators,0,-,2020,375.3
940,Mexico,Total Population,Socio-economic indicators,0,-,2020,126776.4
941,Nicaragua,Total Population,Socio-economic indicators,0,-,2020,6624.6
942,Panama,Total Population,Socio-economic indicators,0,-,2020,4314.8
943,Paraguay,Total Population,Socio-economic indicators,0,-,2020,7132.5
944,Peru,Total Population,Socio-economic indicators,0,-,2020,32971.8
945,Puerto Rico,Total Population,Socio-economic indicators,0,-,2020,2860.8
946,Sint Maarten,Total Population,Socio-economic indicators,0,-,2020,42.9
947,St Kitts and Nevis,Total Population,Socio-economic indicators,0,-,2020,53.2
948,St Lucia,Total Population,Socio-economic indicators,0,-,2020,183.6
949,St Vincent and the Grenadines,Total Population,Socio-economic indicators,0,-,2020,110.9
950,Suriname,Total Population,Socio-economic indicators,0,-,2020,586.6
951,Trinidad and Tobago,Total Population,Socio-economic indicators,0,-,2020,1399.5
952,Uruguay,Total Population,Socio-economic indicators,0,-,2020,3439.0
953,US Virgin Islands,Total Population,Socio-economic indicators,0,-,2020,104.4
954,Venezuela,Total Population,Socio-economic indicators,0,-,2020,28435.9
955,Algeria,Total Population,Socio-economic indicators,0,-,2020,43851.0
956,Angola,Total Population,Socio-economic indicators,0,-,2020,32866.3
957,Bahrain,Total Population,Socio-economic indicators,0,-,2020,1472.2
958,Benin,Total Population,Socio-economic indicators,0,-,2020,12123.2
959,Botswana,Total Population,Socio-economic indicators,0,-,2020,2351.6
960,Burkina Faso,Total Population,Socio-economic indicators,0,-,2020,20903.3
961,Burundi,Total Population,Socio-economic indicators,0,-,2020,11890.8
962,Cabo Verde,Total Population,Socio-economic indicators,0,-,2020,556.0
963,Cameroon,Total Population,Socio-economic indicators,0,-,2020,26542.2
964,Central African Republic,Total Population,Socio-economic indicators,0,-,2020,4829.8
965,Chad,Total Population,Socio-economic indicators,0,-,2020,16425.9
966,Comoros,Total Population,Socio-economic indicators,0,-,2020,869.6
967,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2020,89561.4
968,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2020,5518.1
969,Côte d'Ivoire,Total Population,Socio-economic indicators,0,-,2020,26378.3
970,Djibouti,Total Population,Socio-economic indicators,0,-,2020,988.0
971,Egypt,Total Population,Socio-economic indicators,0,-,2020,99800.0
972,Equatorial Guinea,Total Population,Socio-economic indicators,0,-,2020,1403.0
973,Eritrea,Total Population,Socio-economic indicators,0,-,2020,3546.4
974,Eswatini,Total Population,Socio-economic indicators,0,-,2020,1160.2
975,Ethiopia,Total Population,Socio-economic indicators,0,-,2020,114963.6
976,Gabon,Total Population,Socio-economic indicators,0,-,2020,2225.7
977,Gambia,Total Population,Socio-economic indicators,0,-,2020,2416.7
978,Ghana,Total Population,Socio-economic indicators,0,-,2020,31072.9
979,Guinea,Total Population,Socio-economic indicators,0,-,2020,13132.8
980,Guinea-Bissau,Total Population,Socio-economic indicators,0,-,2020,1968.0
981,Iran,Total Population,Socio-economic indicators,0,-,2020,83417.3
982,Iraq,Total Population,Socio-economic indicators,0,-,2020,40222.5
983,Israel,Total Population,Socio-economic indicators,0,-,2020,9217.0
984,Jordan,Total Population,Socio-economic indicators,0,-,2020,10208.7
985,Kenya,Total Population,Socio-economic indicators,0,-,2020,53771.3
986,Kuwait,Total Population,Socio-economic indicators,0,-,2020,4464.5
987,Lebanon,Total Population,Socio-economic indicators,0,-,2020,6825.4
988,Lesotho,Total Population,Socio-economic indicators,0,-,2020,2142.3
989,Liberia,Total Population,Socio-economic indicators,0,-,2020,5057.7
990,Libya,Total Population,Socio-economic indicators,0,-,2020,6871.3
991,Madagascar,Total Population,Socio-economic indicators,0,-,2020,27691.0
992,Malawi,Total Population,Socio-economic indicators,0,-,2020,19130.0
993,Mali,Total Population,Socio-economic indicators,0,-,2020,20250.8
994,Mauritania,Total Population,Socio-economic indicators,0,-,2020,4649.7
995,Mauritius,Total Population,Socio-economic indicators,0,-,2020,1271.8
996,Morocco,Total Population,Socio-economic indicators,0,-,2020,36910.6
997,Mozambique,Total Population,Socio-economic indicators,0,-,2020,31255.4
998,Namibia,Total Population,Socio-economic indicators,0,-,2020,2540.9
999,Niger,Total Population,Socio-economic indicators,0,-,2020,24206.6
1000,Nigeria,Total Population,Socio-economic indicators,0,-,2020,206139.6
1001,Oman,Total Population,Socio-economic indicators,0,-,2020,4617.9
1002,Qatar,Total Population,Socio-economic indicators,0,-,2020,2832.4
1003,Réunion,Total Population,Socio-economic indicators,0,-,2020,895.3
1004,Rwanda,Total Population,Socio-economic indicators,0,-,2020,12952.2
1005,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2020,219.2
1006,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2020,32860.8
1007,Senegal,Total Population,Socio-economic indicators,0,-,2020,16743.9
1008,Seychelles,Total Population,Socio-economic indicators,0,-,2020,98.3
1009,Sierra Leone,Total Population,Socio-economic indicators,0,-,2020,7977.0
1010,Somalia,Total Population,Socio-economic indicators,0,-,2020,15893.2
1011,South Africa,Total Population,Socio-economic indicators,0,-,2020,59277.1
1012,South Sudan,Total Population,Socio-economic indicators,0,-,2020,11193.7
1013,Sudan,Total Population,Socio-economic indicators,0,-,2020,43849.3
1014,Syria,Total Population,Socio-economic indicators,0,-,2020,17500.7
1015,Tanzania,Total Population,Socio-economic indicators,0,-,2020,59734.2
1016,Togo,Total Population,Socio-economic indicators,0,-,2020,8278.7
1017,Tunisia,Total Population,Socio-economic indicators,0,-,2020,11816.3
1018,Uganda,Total Population,Socio-economic indicators,0,-,2020,45741.0
1019,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2020,9282.4
1020,Yemen,Total Population,Socio-economic indicators,0,-,2020,29826.0
1021,Zambia,Total Population,Socio-economic indicators,0,-,2020,18384.0
1022,Zimbabwe,Total Population,Socio-economic indicators,0,-,2020,14862.9
1023,Canada,Total Population,Socio-economic indicators,0,-,2020,38005.2
1024,USA,Total Population,Socio-economic indicators,0,-,2020,331449.3
1025,Andorra,Total Population,Socio-economic indicators,0,-,2020,77.3
1026,Austria,Total Population,Socio-economic indicators,0,-,2020,8901.1
1027,Belgium,Total Population,Socio-economic indicators,0,-,2020,11492.6
1028,Cyprus,Total Population,Socio-economic indicators,0,-,2020,1207.4
1029,Denmark,Total Population,Socio-economic indicators,0,-,2020,5822.8
1030,Finland,Total Population,Socio-economic indicators,0,-,2020,5525.3
1031,France,Total Population,Socio-economic indicators,0,-,2020,65123.8
1032,Germany,Total Population,Socio-economic indicators,0,-,2020,83166.7
1033,Gibraltar,Total Population,Socio-economic indicators,0,-,2020,33.7
1034,Greece,Total Population,Socio-economic indicators,0,-,2020,10718.6
1035,Iceland,Total Population,Socio-economic indicators,0,-,2020,341.2
1036,Ireland,Total Population,Socio-economic indicators,0,-,2020,4964.4
1037,Italy,Total Population,Socio-economic indicators,0,-,2020,59641.5
1038,Liechtenstein,Total Population,Socio-economic indicators,0,-,2020,38.7
1039,Luxembourg,Total Population,Socio-economic indicators,0,-,2020,626.0
1040,Malta,Total Population,Socio-economic indicators,0,-,2020,441.5
1041,Monaco,Total Population,Socio-economic indicators,0,-,2020,39.2
1042,Netherlands,Total Population,Socio-economic indicators,0,-,2020,17407.6
1043,Norway,Total Population,Socio-economic indicators,0,-,2020,5367.6
1044,Portugal,Total Population,Socio-economic indicators,0,-,2020,10295.9
1045,Spain,Total Population,Socio-economic indicators,0,-,2020,47332.6
1046,Sweden,Total Population,Socio-economic indicators,0,-,2020,10327.6
1047,Switzerland,Total Population,Socio-economic indicators,0,-,2020,8603.9
1048,Turkey,Total Population,Socio-economic indicators,0,-,2020,83155.0
1049,United Kingdom,Total Population,Socio-economic indicators,0,-,2020,67025.5
1050,Afghanistan,Total Population,Socio-economic indicators,0,-,2021,39835.4
1051,American Samoa,Total Population,Socio-economic indicators,0,-,2021,55.1
1052,Armenia,Total Population,Socio-economic indicators,0,-,2021,2968.1
1053,Azerbaijan,Total Population,Socio-economic indicators,0,-,2021,10119.1
1054,Bangladesh,Total Population,Socio-economic indicators,0,-,2021,166303.5
1055,Bhutan,Total Population,Socio-economic indicators,0,-,2021,779.9
1056,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2021,441.5
